,chr,left,right,size
6063,chr10,79518500,79602500,84000
6065,chr10,79541500,79601500,60000
6066,chr10,79568500,79648500,80000
6068,chr10,79602500,79690500,88000
6076,chr10,79690500,79744500,54000
6082,chr10,79701500,79895500,194000
6086,chr10,79744500,79976500,232000
6088,chr10,79762500,79950500,188000
6094,chr10,79821500,79888500,67000
6098,chr10,79888500,79985500,97000
6112,chr10,82014500,82077500,63000
6129,chr10,82534500,82736500,202000
6133,chr10,82762500,83034500,272000
6136,chr10,83034500,83346500,312000
6137,chr10,83060500,83190500,130000
6138,chr10,83087500,83453500,366000
6169,chr10,83379500,83483500,104000
6201,chr10,88238500,88368500,130000
6210,chr10,88388500,88613500,225000
6225,chr10,88720500,88817500,97000
6230,chr10,89269500,89465500,196000
6233,chr10,89522500,89568500,46000
6243,chr10,85857500,86300500,443000
6246,chr10,85900500,86193500,293000
6258,chr10,86136500,86271500,135000
6296,chr10,87511500,87690500,179000
6302,chr10,87763500,87805500,42000
6377,chr10,83855500,84254500,399000
6392,chr10,83915500,84078500,163000
6399,chr10,83971500,84197500,226000
6410,chr10,84276500,84369500,93000
6414,chr10,84369500,84412500,43000
6422,chr10,84544500,84822500,278000
6423,chr10,84565500,84821500,256000
6424,chr10,84566500,84847500,281000
6426,chr10,84566500,84881500,315000
6428,chr10,84594500,84822500,228000
6430,chr10,84672500,84820500,148000
6431,chr10,84782500,84965500,183000
6432,chr10,84807500,84990500,183000
6438,chr10,84938500,85020500,82000
6441,chr10,84989500,85463500,474000
6449,chr10,85057500,85289500,232000
6461,chr10,85167500,85223500,56000
6463,chr10,85171500,85516500,345000
6464,chr10,85187500,85459500,272000
6466,chr10,85223500,85343500,120000
6467,chr10,85223500,85434500,211000
6473,chr10,85269500,85392500,123000
6474,chr10,85272500,85489500,217000
6478,chr10,85291500,85513500,222000
6479,chr10,85293500,85390500,97000
6483,chr10,85397500,85459500,62000
6536,chr10,90918500,90959500,41000
6543,chr10,91004500,91042500,38000
6544,chr10,91004500,91072500,68000
6558,chr10,91206500,91281500,75000
6559,chr10,91218500,91356500,138000
6569,chr10,96454500,96495500,41000
6570,chr10,96454500,96588500,134000
6573,chr10,96467500,96588500,121000
6574,chr10,96787500,96845500,58000
6617,chr10,93127500,93307500,180000
6621,chr10,93162500,93198500,36000
6625,chr10,93289500,93425500,136000
6627,chr10,93410500,93613500,203000
6640,chr10,93730500,93952500,222000
6641,chr10,93847500,93991500,144000
6646,chr10,94061500,94297500,236000
6647,chr10,94216500,94297500,81000
6649,chr10,94503500,94786500,283000
6655,chr10,94577500,94795500,218000
6665,chr10,94828500,95143500,315000
6674,chr10,94895500,95253500,358000
6676,chr10,94897500,95314500,417000
6679,chr10,94993500,95254500,261000
6680,chr10,94995500,95269500,274000
6682,chr10,95125500,95311500,186000
6685,chr10,95250500,95338500,88000
6686,chr10,95251500,95350500,99000
6690,chr10,95336500,95728500,392000
6697,chr10,95433500,95725500,292000
6699,chr10,95555500,95598500,43000
6701,chr10,95710500,95916500,206000
6711,chr10,102335500,102658500,323000
6725,chr10,105412500,105551500,139000
6747,chr10,108168500,108281500,113000
6751,chr10,112065500,112105500,40000
6760,chr10,110581500,110756500,175000
6765,chr10,110631500,110845500,214000
6779,chr10,110943500,111061500,118000
6782,chr10,111213500,111310500,97000
6784,chr10,111216500,111268500,52000
6791,chr10,111341500,111507500,166000
6793,chr10,111475500,111792500,317000
6794,chr10,111505500,111761500,256000
6798,chr10,115151500,115196500,45000
6830,chr10,116300500,116730500,430000
6840,chr10,116534500,116625500,91000
6842,chr10,116785500,116899500,114000
6884,chr10,117729500,117788500,59000
6896,chr10,120080500,120731500,651000
6902,chr10,120093500,120401500,308000
6919,chr10,120267500,120402500,135000
6921,chr10,120313500,120402500,89000
6924,chr10,120447500,120700500,253000
6925,chr10,120712500,120870500,158000
6927,chr10,120735500,120814500,79000
6932,chr10,120869500,121061500,192000
6937,chr10,120960500,121091500,131000
6939,chr10,121146500,121186500,40000
6942,chr10,121215500,121365500,150000
6949,chr10,121425500,121459500,34000
6953,chr10,121476500,121691500,215000
6972,chr10,118278500,118343500,65000
6981,chr10,118442500,118604500,162000
7021,chr10,119769500,119927500,158000
7049,chr10,125752500,125803500,51000
7086,chr10,122644500,122730500,86000
7088,chr10,122748500,122821500,73000
7099,chr10,126077500,126142500,65000
7126,chr10,126815500,126914500,99000
7130,chr10,126916500,127002500,86000
7131,chr10,126958500,127149500,191000
7133,chr10,126960500,127064500,104000
7138,chr10,127023500,127125500,102000
7145,chr10,127069500,127147500,78000
7157,chr10,127315500,127392500,77000
7158,chr10,127346500,127457500,111000
7164,chr10,127405500,127507500,102000
7172,chr10,127476500,127709500,233000
7183,chr10,127503500,127872500,369000
7206,chr10,127623500,127688500,65000
7209,chr10,127663500,127747500,84000
7211,chr10,127708500,127746500,38000
7219,chr10,127882500,127954500,72000
7223,chr10,127924500,127961500,37000
7231,chr10,127905500,128023500,118000
7235,chr10,127929500,128047500,118000
7236,chr10,127929500,128107500,178000
7237,chr10,127930500,128137500,207000
7241,chr10,128030500,128067500,37000
7247,chr10,128173500,128329500,156000
7248,chr10,128174500,128246500,72000
7251,chr10,128213500,128245500,32000
7252,chr10,128245500,128371500,126000
7253,chr10,128246500,128292500,46000
7254,chr10,128246500,128331500,85000
7257,chr10,128331500,128401500,70000
7263,chr10,128462500,128532500,70000
7264,chr10,128584500,128657500,73000
7267,chr10,128641500,128725500,84000
7268,chr10,128641500,128746500,105000
7313,chr11,3240500,3358500,118000
7318,chr11,3403500,3599500,196000
7319,chr11,3406500,3736500,330000
7321,chr11,3485500,3646500,161000
7322,chr11,3485500,3864500,379000
7324,chr11,3664500,3755500,91000
7355,chr11,8537500,8585500,48000
7372,chr11,3863500,4045500,182000
7375,chr11,3979500,4030500,51000
7377,chr11,4045500,4168500,123000
7384,chr11,4170500,4276500,106000
7393,chr11,4276500,4371500,95000
7394,chr11,4299500,4400500,101000
7403,chr11,4544500,4587500,43000
7412,chr11,4655500,4800500,145000
7413,chr11,4684500,4771500,87000
7414,chr11,4684500,4816500,132000
7415,chr11,4697500,4898500,201000
7416,chr11,4799500,4897500,98000
7417,chr11,4834500,4925500,91000
7418,chr11,4851500,4925500,74000
7420,chr11,4923500,5016500,93000
7437,chr11,5110500,5402500,292000
7441,chr11,5240500,5578500,338000
7444,chr11,5324500,5400500,76000
7447,chr11,5419500,5728500,309000
7458,chr11,5600500,5694500,94000
7462,chr11,5787500,5904500,117000
7463,chr11,5830500,5862500,32000
7465,chr11,5828500,6150500,322000
7480,chr11,5990500,6073500,83000
7481,chr11,6016500,6149500,133000
7483,chr11,6150500,6241500,91000
7486,chr11,6242500,6316500,74000
7487,chr11,6242500,6339500,97000
7493,chr11,6386500,6596500,210000
7497,chr11,6414500,6579500,165000
7498,chr11,6414500,6597500,183000
7511,chr11,6862500,6955500,93000
7519,chr11,7231500,7481500,250000
7522,chr11,7374500,7483500,109000
7530,chr11,16655500,16797500,142000
7531,chr11,16702500,16821500,119000
7571,chr11,11772500,11987500,215000
7574,chr11,11855500,11893500,38000
7582,chr11,19310500,19434500,124000
7583,chr11,19773500,19996500,223000
7590,chr11,24739500,24801500,62000
7602,chr11,19799500,20063500,264000
7603,chr11,19872500,20062500,190000
7605,chr11,20063500,20151500,88000
7609,chr11,20083500,20195500,112000
7617,chr11,20153500,20197500,44000
7631,chr11,20397500,20624500,227000
7642,chr11,20743500,21046500,303000
7651,chr11,20971500,21128500,157000
7655,chr11,21141500,21208500,67000
7666,chr11,21668500,21900500,232000
7693,chr11,22557500,22922500,365000
7697,chr11,22581500,22790500,209000
7701,chr11,22628500,22905500,277000
7707,chr11,22749500,22809500,60000
7708,chr11,22809500,22922500,113000
7731,chr11,23030500,23206500,176000
7733,chr11,23032500,23070500,38000
7737,chr11,23101500,23211500,110000
7742,chr11,23234500,23438500,204000
7745,chr11,23583500,23615500,32000
7747,chr11,23721500,23845500,124000
7795,chr11,30218500,30441500,223000
7797,chr11,30442500,30599500,157000
7811,chr11,31622500,31934500,312000
7814,chr11,31666500,31899500,233000
7820,chr11,32091500,32273500,182000
7831,chr11,32274500,32583500,309000
7832,chr11,32399500,32437500,38000
7834,chr11,32482500,32592500,110000
7837,chr11,32577500,32644500,67000
7853,chr11,33130500,33460500,330000
7889,chr11,34163500,34686500,523000
7894,chr11,34243500,34700500,457000
7897,chr11,34263500,34629500,366000
7898,chr11,34287500,34595500,308000
7901,chr11,34320500,34613500,293000
7902,chr11,34330500,34666500,336000
7904,chr11,34363500,34595500,232000
7963,chr11,35258500,35495500,237000
7966,chr11,35298500,35583500,285000
7967,chr11,35494500,35583500,89000
7968,chr11,35594500,35744500,150000
7971,chr11,35661500,35892500,231000
7982,chr11,43155500,43239500,84000
7983,chr11,43240500,43302500,62000
7985,chr11,43386500,43458500,72000
7986,chr11,43419500,43641500,222000
8022,chr11,49527500,49761500,234000
8025,chr11,49578500,49760500,182000
8026,chr11,49603500,49685500,82000
8028,chr11,49685500,49737500,52000
8029,chr11,49716500,49760500,44000
8030,chr11,49879500,49973500,94000
8033,chr11,45835500,46056500,221000
8038,chr11,45922500,46106500,184000
8044,chr11,46518500,46635500,117000
8061,chr11,43658500,44103500,445000
8076,chr11,44487500,44952500,465000
8082,chr11,44502500,44855500,353000
8089,chr11,44635500,44897500,262000
8091,chr11,44638500,44754500,116000
8097,chr11,45073500,45430500,357000
8107,chr11,49876500,50052500,176000
8109,chr11,49915500,50127500,212000
8112,chr11,50052500,50152500,100000
8113,chr11,50065500,50268500,203000
8115,chr11,50101500,50216500,115000
8117,chr11,50116500,50216500,100000
8118,chr11,50127500,50181500,54000
8119,chr11,50127500,50268500,141000
8151,chr11,50659500,50830500,171000
8162,chr11,50778500,50821500,43000
8166,chr11,50807500,51111500,304000
8173,chr11,50832500,51075500,243000
8178,chr11,50867500,50943500,76000
8189,chr11,50944500,51027500,83000
8204,chr11,51180500,51455500,275000
8211,chr11,51434500,51469500,35000
8234,chr11,51647500,51747500,100000
8236,chr11,51698500,51892500,194000
8237,chr11,51697500,51988500,291000
8239,chr11,51711500,51771500,60000
8240,chr11,51711500,51988500,277000
8242,chr11,51748500,51807500,59000
8319,chr11,52114500,52188500,74000
8323,chr11,52174500,52251500,77000
8346,chr11,52313500,52968500,655000
8382,chr11,52410500,53037500,627000
8383,chr11,52412500,52904500,492000
8413,chr11,52595500,52894500,299000
8421,chr11,52877500,53036500,159000
8422,chr11,52976500,53037500,61000
8431,chr11,53176500,53220500,44000
8444,chr11,53361500,53474500,113000
8456,chr11,53534500,53758500,224000
8458,chr11,53598500,53660500,62000
8467,chr11,53782500,53870500,88000
8487,chr11,53982500,54245500,263000
8502,chr11,54189500,54369500,180000
8503,chr11,54189500,54301500,112000
8505,chr11,54247500,54425500,178000
8507,chr11,54249500,54301500,52000
8509,chr11,54594500,54930500,336000
8510,chr11,54594500,54794500,200000
8513,chr11,54770500,54948500,178000
8515,chr11,54846500,54988500,142000
8520,chr11,54977500,55276500,299000
8521,chr11,54988500,55309500,321000
8537,chr11,55427500,55916500,489000
8540,chr11,55470500,55787500,317000
8542,chr11,55498500,55573500,75000
8547,chr11,55617500,55707500,90000
8550,chr11,55664500,55882500,218000
8604,chr11,58280500,58498500,218000
8619,chr11,58758500,58794500,36000
8624,chr11,58829500,58868500,39000
8635,chr11,58987500,59122500,135000
8636,chr11,59026500,59067500,41000
8637,chr11,59054500,59118500,64000
8647,chr11,59119500,59340500,221000
8654,chr11,59340500,59396500,56000
8658,chr11,59388500,59460500,72000
8659,chr11,59396500,59700500,304000
8679,chr11,61938500,62140500,202000
8680,chr11,61939500,62193500,254000
8693,chr11,62286500,62422500,136000
8695,chr11,62287500,62466500,179000
8697,chr11,62320500,62430500,110000
8702,chr11,62348500,62430500,82000
8703,chr11,62348500,62466500,118000
8704,chr11,62348500,62493500,145000
8717,chr11,62648500,62700500,52000
8718,chr11,62680500,62769500,89000
8726,chr11,63105500,63161500,56000
8727,chr11,63105500,63240500,135000
8740,chr11,63302500,63424500,122000
8743,chr11,63314500,63570500,256000
8755,chr11,63815500,64142500,327000
8756,chr11,63852500,64108500,256000
8757,chr11,63896500,64112500,216000
8771,chr11,64610500,64781500,171000
8791,chr11,59771500,60197500,426000
8792,chr11,59784500,60067500,283000
8804,chr11,59995500,60183500,188000
8805,chr11,59996500,60112500,116000
8810,chr11,60006500,60307500,301000
8811,chr11,60007500,60243500,236000
8814,chr11,60067500,60112500,45000
8815,chr11,60067500,60307500,240000
8821,chr11,60141500,60184500,43000
8822,chr11,60141500,60229500,88000
8825,chr11,60274500,60356500,82000
8826,chr11,60274500,60403500,129000
8831,chr11,60366500,60618500,252000
8832,chr11,60428500,60769500,341000
8836,chr11,60429500,60618500,189000
8848,chr11,60618500,60769500,151000
8861,chr11,60734500,60767500,33000
8863,chr11,60769500,60822500,53000
8865,chr11,60797500,60934500,137000
8868,chr11,60821500,61065500,244000
8872,chr11,60995500,61065500,70000
8873,chr11,60995500,61111500,116000
8874,chr11,60995500,61253500,258000
8881,chr11,61037500,61278500,241000
8888,chr11,61121500,61395500,274000
8889,chr11,61157500,61299500,142000
8901,chr11,61642500,61731500,89000
8902,chr11,61652500,61745500,93000
8904,chr11,61821500,61967500,146000
8905,chr11,61841500,61892500,51000
8913,chr11,66504500,66736500,232000
8914,chr11,66795500,66991500,196000
8933,chr11,67029500,67188500,159000
8935,chr11,67751500,67812500,61000
8936,chr11,67788500,67821500,33000
8937,chr11,67788500,67854500,66000
8939,chr11,71943500,72320500,377000
8940,chr11,71943500,72455500,512000
8941,chr11,71969500,72035500,66000
8948,chr11,72157500,72204500,47000
8956,chr11,72302500,72456500,154000
8964,chr11,72499500,72580500,81000
8969,chr11,72581500,72686500,105000
8970,chr11,72686500,72938500,252000
8971,chr11,72705500,72931500,226000
8975,chr11,72963500,72998500,35000
8977,chr11,73173500,73208500,35000
8992,chr11,67857500,68322500,465000
8996,chr11,67880500,68255500,375000
8998,chr11,67895500,68005500,110000
9002,chr11,67912500,68350500,438000
9008,chr11,68249500,68297500,48000
9010,chr11,68308500,68371500,63000
9011,chr11,68322500,68371500,49000
9012,chr11,68375500,68615500,240000
9014,chr11,68455500,68731500,276000
9015,chr11,68458500,68677500,219000
9016,chr11,68582500,68744500,162000
9017,chr11,68641500,68696500,55000
9018,chr11,68745500,68790500,45000
9020,chr11,68793500,68899500,106000
9024,chr11,68861500,68897500,36000
9065,chr11,69215500,69286500,71000
9066,chr11,69215500,69309500,94000
9069,chr11,69422500,69547500,125000
9072,chr11,69471500,69522500,51000
9091,chr11,69574500,69768500,194000
9095,chr11,69649500,69887500,238000
9097,chr11,69655500,69746500,91000
9098,chr11,69694500,69792500,98000
9102,chr11,69812500,69871500,59000
9115,chr11,69965500,70092500,127000
9117,chr11,70121500,70279500,158000
9118,chr11,70122500,70397500,275000
9125,chr11,70301500,70591500,290000
9128,chr11,70318500,70589500,271000
9132,chr11,70322500,70515500,193000
9134,chr11,70342500,70560500,218000
9135,chr11,70343500,70515500,172000
9136,chr11,70365500,70651500,286000
9137,chr11,70416500,70559500,143000
9141,chr11,70520500,70706500,186000
9144,chr11,70545500,70654500,109000
9151,chr11,70561500,70667500,106000
9152,chr11,70572500,70646500,74000
9153,chr11,70861500,70894500,33000
9199,chr11,71565500,71680500,115000
9209,chr11,80166500,80315500,149000
9217,chr11,80369500,80561500,192000
9224,chr11,80780500,81043500,263000
9228,chr11,80797500,81074500,277000
9243,chr11,81536500,81862500,326000
9268,chr11,74268500,74372500,104000
9271,chr11,74540500,74661500,121000
9275,chr11,74596500,74660500,64000
9280,chr11,74699500,74738500,39000
9312,chr11,75072500,75324500,252000
9317,chr11,75352500,75422500,70000
9323,chr11,75606500,75641500,35000
9359,chr11,76347500,76399500,52000
9360,chr11,76347500,76468500,121000
9363,chr11,76545500,76630500,85000
9366,chr11,76567500,76824500,257000
9371,chr11,76630500,76785500,155000
9376,chr11,76681500,76742500,61000
9385,chr11,76791500,76824500,33000
9410,chr11,76990500,77024500,34000
9423,chr11,77105500,77199500,94000
9431,chr11,77382500,77706500,324000
9433,chr11,77418500,77520500,102000
9436,chr11,77521500,77706500,185000
9438,chr11,77563500,77683500,120000
9440,chr11,77564500,77610500,46000
9454,chr11,77874500,77923500,49000
9460,chr11,77904500,78161500,257000
9467,chr11,78345500,78401500,56000
9470,chr11,78379500,78744500,365000
9474,chr11,78403500,78441500,38000
9475,chr11,78426500,78588500,162000
9483,chr11,78451500,78669500,218000
9491,chr11,78729500,78814500,85000
9493,chr11,78747500,79104500,357000
9495,chr11,78760500,78813500,53000
9501,chr11,78864500,79145500,281000
9508,chr11,79116500,79263500,147000
9516,chr11,79480500,79853500,373000
9540,chr11,81536500,82068500,532000
9543,chr11,82132500,82443500,311000
9544,chr11,82279500,82325500,46000
9545,chr11,82279500,82510500,231000
9548,chr11,82654500,82798500,144000
9554,chr11,82687500,82779500,92000
9574,chr11,83084500,83152500,68000
9590,chr11,83705500,83923500,218000
9593,chr11,83743500,83959500,216000
9606,chr11,86206500,86353500,147000
9607,chr11,86248500,86375500,127000
9608,chr11,86250500,86327500,77000
9610,chr11,86376500,86435500,59000
9611,chr11,86408500,86545500,137000
